Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute,precision_squared,precision_ssim,precision_psnr,recall_absolute,recall_squared,recall_ssim,recall_psnr,f1-score_absolute,f1-score_squared,f1-score_ssim,f1-score_psnr,support_absolute,support_squared,support_ssim,support_psnr,conf_mat_absolute,conf_mat_squared,conf_mat_ssim,conf_mat_psnr
CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.60892900.0/CLSTM_01_02_2021_21_40/CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_UCSD1_NORMAL/CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6526,0.7264,0.7051,0.705,0.673,0.7309,0.7148,0.7111,0.6178,0.6515,0.6441,0.6478,0.3917,0.3225,0.3415,0.3398,0.4122,0.3973,0.3999,0.4066,0.466,0.4343,0.4415,0.4423,0.5143,0.5019,0.5037,0.4954,0.4882,0.4632,0.4701,0.4655,0.6073,0.6229,0.6275,0.6142,0.6118,0.6288,0.633,0.6115,0.6081,0.6159,0.6204,0.6126,6912,6912,6912,6912,"2769,1171,1512,1460","3082,858,1708,1264","3093,847,1690,1282","2522,1418,1267,1705"
CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60723470.0/CLSTM_29_01_2021_14_25/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6976,0.6864,0.6848,0.6327,0.7116,0.7169,0.7178,0.6616,0.6351,0.6462,0.6457,0.637,0.3629,0.3481,0.3531,0.4101,0.4092,0.3981,0.3994,0.4162,0.4388,0.4436,0.4407,0.4649,0.5192,0.5185,0.5179,0.5197,0.4628,0.4579,0.4583,0.4662,0.6398,0.611,0.6029,0.6121,0.6329,0.6079,0.5892,0.6093,0.6032,0.609,0.5901,0.6103,7200,7200,7200,7200,"3491,554,2089,1066","2532,1513,1310,1845","2207,1838,1120,2035","2545,1500,1313,1842"
CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.60892900.0/CLSTM_01_02_2021_21_40/CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_UCSD1_NORMAL/CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6392,0.6781,0.7013,0.6618,0.6535,0.7339,0.7016,0.6913,0.6241,0.6493,0.6428,0.6379,0.4089,0.3644,0.3426,0.3822,0.4135,0.4091,0.4104,0.4127,0.4738,0.4566,0.4462,0.4649,0.5126,0.4949,0.5049,0.5074,0.4794,0.4618,0.4672,0.468,0.6159,0.6181,0.6248,0.6334,0.6224,0.622,0.6306,0.6377,0.6117,0.6189,0.6203,0.6231,6912,6912,6912,6912,"3007,933,1677,1295","2781,1159,1454,1518","3031,909,1644,1328","3157,783,1721,1251"
BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y,../../VAD_MODEL_TREE/UCSD2/CLSTM/CLSTM_30_01_2021_17_35/BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD2_NORMAL/BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.9055,0.8646,0.8651,0.869,0.9522,0.8989,0.899,0.9459,0.7017,0.6904,0.6889,0.7011,0.1917,0.2154,0.2191,0.2209,0.4351,0.4254,0.4254,0.4369,0.6465,0.6633,0.6629,0.663,0.7243,0.747,0.7471,0.7251,0.7114,0.7231,0.7239,0.7211,0.8287,0.7976,0.8293,0.7972,0.8383,0.7781,0.5239,0.7771,0.8326,0.7866,0.5673,0.7858,2010,2010,2010,2010,"1515,133,192,170","1384,264,182,180","726,922,35,327","1382,266,182,180"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_ADAM_MSE_UCSD2_NORMAL/C2D_AE_128_3X3|_ADAM_MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.841,0.7916,0.7885,0.8328,0.9115,0.8414,0.8412,0.8903,0.7293,0.7216,0.7202,0.7466,0.216,0.3004,0.3094,0.2597,0.3865,0.3535,0.3516,0.3539,0.6668,0.6912,0.6886,0.6718,0.7385,0.7625,0.7624,0.7498,0.7082,0.7123,0.7132,0.7048,0.8033,0.7916,0.8246,0.7929,0.7811,0.7632,0.5667,0.7627,0.7905,0.775,0.6121,0.7752,2010,2010,2010,2010,1381267173189,1353295181181,"825,823,48,314",1349299178184
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_ADAM_MSE_UCSD2_NORMAL/C2D_AE_128_3X3|_ADAM_MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8511,0.8277,0.8262,0.841,0.9184,0.868,0.8683,0.8752,0.7119,0.7258,0.7241,0.7253,0.2093,0.2487,0.2536,0.2624,0.4296,0.3812,0.381,0.3847,0.6648,0.6802,0.6773,0.6746,0.7367,0.7526,0.7525,0.7563,0.7107,0.7064,0.7072,0.7083,0.8012,0.794,0.7974,0.7947,0.7741,0.7796,0.7662,0.7791,0.7853,0.7861,0.7789,0.7861,2010,2010,2010,2010,1365283171191,1396252191171,1350298172190,1393255189173
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_ADAM_WEIGHTED_UCSD2_NORMAL/C2D_AE_128_3X3|_ADAM_WEIGHTED_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,False,0.8887,0.819,0.7978,0.8154,0.9066,0.8424,0.8425,0.8509,0.6789,0.7125,0.7112,0.6997,0.1869,0.2834,0.3131,0.2592,0.4641,0.3708,0.3702,0.4066,0.6529,0.6766,0.6822,0.6781,0.7361,0.7577,0.7577,0.7554,0.712,0.7146,0.7154,0.7217,0.8291,0.8006,0.7853,0.8012,0.8368,0.7836,0.7333,0.7776,0.8324,0.791,0.7532,0.7875,2010,2010,2010,2010,1507141187175,1394254181181,1283365171191,1375273174188
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_ADAM_PSNR_UCSD2_NORMAL_DeNoising/C2D_AE_128_3X3|_ADAM_PSNR_UCSD2_NORMAL_DeNoising.pkl,Normal,UCSD2,NORMAL,128,PSNR,ADAM,True,False,0.8453,0.8283,0.8214,0.8027,0.8945,0.8435,0.8443,0.8448,0.7326,0.7098,0.7084,0.737,0.2385,0.2451,0.2549,0.2567,0.3925,0.395,0.3932,0.3774,0.668,0.6781,0.6784,0.685,0.7421,0.7649,0.7646,0.7605,0.7037,0.7117,0.7124,0.7073,0.8193,0.7941,0.8148,0.8023,0.8274,0.7667,0.5905,0.7995,0.8228,0.7781,0.6362,0.8009,2010,2010,2010,2010,1497151196166,1358290179183,"890,758,65,297",1440208195167
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8818,0.8407,0.8375,0.8514,0.9445,0.8536,0.8544,0.8746,0.7135,0.7331,0.7318,0.7238,0.1839,0.2514,0.247,0.2274,0.4309,0.3508,0.3508,0.3792,0.6579,0.6722,0.6696,0.6714,0.7266,0.753,0.7527,0.7535,0.7107,0.708,0.7086,0.7088,0.8194,0.7939,0.8032,0.7942,0.8204,0.6388,0.7891,0.6373,0.8199,0.6804,0.7954,0.6791,2010,2010,2010,2010,1470178183179,1031617109253,1405243181181,1027621108254
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8478,0.8239,0.8192,0.8313,0.8894,0.8239,0.8246,0.8557,0.6942,0.694,0.6926,0.701,0.2376,0.2873,0.3011,0.2603,0.4337,0.3968,0.3968,0.4212,0.6706,0.6773,0.6771,0.6744,0.7512,0.7694,0.7697,0.762,0.7161,0.7199,0.7207,0.7173,0.8009,0.7934,0.7929,0.7921,0.7746,0.7896,0.7537,0.7806,0.7855,0.7914,0.7692,0.7859,2010,2010,2010,2010,1367281172190,1428220203159,1324324171191,1403245196166
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_UCSD2_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,True,0.9037,0.8488,0.841,0.8121,0.9362,0.852,0.8519,0.8541,0.6824,0.6986,0.6971,0.6915,0.1823,0.2459,0.2594,0.2852,0.4669,0.4116,0.4117,0.4163,0.6509,0.6711,0.6716,0.6766,0.728,0.751,0.7514,0.7474,0.7121,0.7198,0.7205,0.7214,0.8439,0.79,0.7928,0.7912,0.8567,0.7761,0.7791,0.7746,0.8467,0.7824,0.7853,0.782,2010,2010,2010,2010,"1557,91,197,165",1394254196166,1397251193169,1387261192170
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_UCSD2_NORMAL_DeNoising/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_UCSD2_NORMAL_DeNoising.pkl,Normal,UCSD2,NORMAL,128,PSNR,ADAM,True,True,0.8362,0.8569,0.8541,0.824,0.917,0.8803,0.8812,0.8802,0.7143,0.7001,0.6991,0.7333,0.2244,0.2233,0.2257,0.2624,0.4088,0.4088,0.4098,0.395,0.6711,0.6626,0.6625,0.6767,0.7305,0.7405,0.7405,0.7442,0.7118,0.718,0.7187,0.7096,0.7954,0.7967,0.8357,0.7964,0.7697,0.7881,0.5433,0.7826,0.7804,0.7921,0.587,0.7888,2010,2010,2010,2010,1364284179183,1416232194168,"762,886,32,330",1400248189173
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_UCSD2_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,PSNR,ADAM,False,True,0.9115,0.8938,0.8921,0.8685,0.9339,0.8785,0.8791,0.9106,0.7194,0.711,0.7094,0.7477,0.1575,0.1942,0.2024,0.232,0.4121,0.4088,0.4104,0.3536,0.6468,0.6532,0.653,0.6643,0.7279,0.7458,0.7457,0.7347,0.71,0.7116,0.7123,0.7061,0.8062,0.8004,0.8236,0.8002,0.795,0.7841,0.5617,0.7816,0.8001,0.7913,0.6072,0.7897,2010,2010,2010,2010,1417231181181,1396252182180,"815,833,48,314",1389259180182
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL_DeNoising/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL_DeNoising.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,True,0.8376,0.8011,0.7981,0.8105,0.8925,0.836,0.8361,0.8454,0.6958,0.6908,0.6891,0.7033,0.2373,0.2928,0.2983,0.2949,0.4171,0.4006,0.4006,0.3923,0.6723,0.688,0.6857,0.682,0.7385,0.7646,0.7646,0.7589,0.7164,0.7174,0.7183,0.715,0.8019,0.8078,0.8006,0.8081,0.798,0.8104,0.7955,0.809,0.7999,0.8091,0.798,0.8085,2010,2010,2010,2010,1436212194168,1464184197165,1431217194168,1458190194168
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_ADAM_MSE_UCSD2_OPTICAL_FLOW/C2D_AE_128_3X3|_ADAM_MSE_UCSD2_OPTICAL_FLOW.pkl,Normal,UCSD2,OPTICAL_FLOW,128,MSE,ADAM,False,False,0.825,0.8594,0.8426,0.6983,0.9018,0.887,0.8871,0.8165,0.8638,0.8604,0.8631,0.7144,0.2427,0.247,0.2544,0.3524,0.2035,0.2093,0.2064,0.3507,0.6638,0.6604,0.6631,0.7319,0.744,0.7581,0.7584,0.7524,0.6787,0.6809,0.6793,0.7331,0.8904,0.882,0.7994,0.8792,0.7726,0.7622,0.6169,0.7677,0.798,0.7887,0.6612,0.7932,2010,2010,2010,2010,"1204,444,13,349","1192,456,22,340","971,677,93,269","1209,439,28,334"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD2_OPTICAL_FLOW/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD2_OPTICAL_FLOW.pkl,Normal,UCSD2,OPTICAL_FLOW,128,MSE,ADAM,False,True,0.8208,0.9084,0.8973,0.521,0.8715,0.9271,0.9231,0.5459,0.7802,0.9126,0.9129,0.5163,0.2524,0.1526,0.1677,0.4945,0.3337,0.1813,0.1851,0.4775,0.6948,0.6541,0.6573,0.8164,0.7466,0.7252,0.7259,0.8234,0.6953,0.6445,0.6441,0.7976,0.8601,0.8849,0.7282,0.8848,0.5607,0.7721,0.6303,0.7746,0.6023,0.7973,0.667,0.7993,2010,2010,2010,2010,"776,872,11,351","1211,437,21,341",1118530213149,"1217,431,22,340"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8457,0.8273,0.8311,0.8396,0.9014,0.8479,0.8493,0.8737,0.6957,0.7245,0.7229,0.7156,0.2265,0.2484,0.2536,0.238,0.4326,0.3729,0.3751,0.3968,0.6669,0.681,0.6768,0.6691,0.7467,0.7639,0.7634,0.7486,0.7178,0.7103,0.7114,0.7137,0.8065,0.8351,0.7994,0.834,0.7891,0.499,0.7721,0.4995,0.7966,0.5393,0.7834,0.54,2010,2010,2010,2010,"1398,250,174,188","667,981,26,336","1363,285,173,189","669,979,27,335"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.899,0.8535,0.8478,0.8492,0.9316,0.8582,0.8591,0.8889,0.6926,0.7132,0.7115,0.7249,0.2018,0.2391,0.2459,0.2385,0.4558,0.3834,0.3859,0.3729,0.6506,0.6649,0.6654,0.6697,0.7379,0.7577,0.7575,0.7501,0.7182,0.7109,0.7115,0.7089,0.8077,0.8166,0.8117,0.8147,0.7925,0.8279,0.8129,0.8244,0.7992,0.8212,0.8123,0.8188,2010,2010,2010,2010,"1406,242,175,187","1507,141,205,157","1463,185,191,171","1498,150,203,159"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8769,0.8758,0.8755,0.7337,0.8909,0.8852,0.8852,0.7797,0.6961,0.6813,0.6813,0.607,0.1966,0.1934,0.1924,0.3812,0.3508,0.374,0.3757,0.4539,0.6551,0.6565,0.6565,0.7024,0.7529,0.7537,0.7537,0.7941,0.737,0.7387,0.7386,0.731,0.7959,0.8315,0.8157,0.8317,0.7209,0.4542,0.8199,0.4552,0.7465,0.4881,0.8177,0.4892,2010,2010,2010,2010,"1231,417,144,218","574,1074,23,339","1478,170,192,170","576,1072,23,339"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8916,0.8576,0.8528,0.8308,0.915,0.8097,0.809,0.8617,0.698,0.7209,0.7189,0.7085,0.1766,0.2072,0.2017,0.2623,0.4475,0.3672,0.3653,0.4199,0.6513,0.6628,0.6632,0.6762,0.7322,0.7684,0.7685,0.7563,0.7183,0.7156,0.7171,0.7175,0.8048,0.8261,0.7996,0.8271,0.7866,0.5343,0.7761,0.5343,0.7944,0.5788,0.786,0.5787,2010,2010,2010,2010,"1394,254,175,187","752,896,40,322","1374,274,176,186","751,897,39,323"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8681,0.8627,0.8531,0.8391,0.9412,0.8781,0.8778,0.8941,0.6983,0.7073,0.7053,0.7218,0.2044,0.2396,0.2615,0.2542,0.429,0.3999,0.4006,0.3895,0.658,0.661,0.6644,0.6704,0.7331,0.7443,0.7444,0.7384,0.7167,0.7129,0.714,0.7124,0.8074,0.7981,0.8021,0.7941,0.79,0.7861,0.7806,0.7567,0.7975,0.7915,0.7897,0.7716,2010,2010,2010,2010,"1399,249,173,189","1407,241,189,173","1382,266,175,187","1330,318,171,191"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.877,0.8756,0.8751,0.7172,0.8909,0.8872,0.8871,0.7628,0.6962,0.6791,0.6792,0.6052,0.1966,0.1924,0.193,0.3564,0.3508,0.3768,0.3768,0.453,0.6551,0.6566,0.6567,0.7032,0.7529,0.754,0.754,0.7872,0.737,0.7399,0.7398,0.7318,0.7957,0.8313,0.8311,0.8303,0.7204,0.4527,0.8413,0.4547,0.7461,0.4863,0.835,0.4889,2010,2010,2010,2010,"1230,418,144,218","571,1077,23,339","1521,127,192,170","576,1072,24,338"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.6564,0.7322,0.7137,0.7269,0.7198,0.7666,0.7669,0.7906,0.6481,0.6544,0.6524,0.661,0.3441,0.3034,0.3173,0.3119,0.442,0.4448,0.4483,0.442,0.7325,0.7092,0.7087,0.7121,0.8137,0.7853,0.7854,0.7768,0.7215,0.7206,0.7214,0.7304,0.81,0.8182,0.7954,0.816,0.8,0.8214,0.7662,0.8154,0.8046,0.8197,0.7782,0.8157,2010,2010,2010,2010,"1424,224,178,184","1477,171,188,174","1354,294,176,186","1461,187,184,178"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8738,0.8248,0.8212,0.8443,0.9171,0.8308,0.8318,0.8704,0.6849,0.6834,0.6824,0.6697,0.2099,0.2579,0.2644,0.2476,0.4266,0.415,0.4144,0.453,0.6643,0.6842,0.6818,0.679,0.7348,0.7654,0.7651,0.7583,0.7155,0.7144,0.7151,0.7249,0.8209,0.7958,0.7977,0.7967,0.8169,0.7647,0.7657,0.7582,0.8188,0.7774,0.7786,0.7733,2010,2010,2010,2010,"1454,194,174,188","1349,299,174,188","1348,300,171,191","1329,319,167,195"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8381,0.8464,0.8458,0.8347,0.8398,0.8588,0.8592,0.8872,0.6538,0.6645,0.662,0.6257,0.2319,0.2636,0.2588,0.2579,0.4724,0.4558,0.4613,0.4696,0.6652,0.6682,0.6668,0.6807,0.7426,0.7461,0.746,0.7461,0.7193,0.7137,0.7147,0.7369,0.8345,0.8467,0.8011,0.8501,0.8458,0.8562,0.7846,0.8602,0.8385,0.8499,0.7918,0.8531,2010,2010,2010,2010,"1531,117,193,169","1539,109,180,182","1396,252,181,181","1548,100,181,181"
C2D_AE_128_3X3,MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8748,0.8392,0.8339,0.8477,0.93,0.8776,0.8795,0.9016,0.6997,0.7436,0.7421,0.7343,0.2197,0.2645,0.2798,0.238,0.4369,0.3756,0.3729,0.3774,0.6606,0.6725,0.6727,0.6725,0.7308,0.7552,0.754,0.7353,0.7146,0.7047,0.7057,0.7073,0.8096,0.8362,0.8058,0.8357,0.7955,0.5333,0.7866,0.5303,0.8017,0.5765,0.7948,0.5734,2010,2010,2010,2010,"1411,237,174,188","740,908,30,332","1392,256,173,189","734,914,30,332"
C2D_AE_128_3X3,TED_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,False,0.8636,0.8316,0.8187,0.8147,0.9096,0.8284,0.828,0.8717,0.686,0.7009,0.6982,0.6978,0.2154,0.2439,0.2391,0.279,0.4641,0.3881,0.3895,0.4217,0.6654,0.677,0.678,0.6847,0.7356,0.7654,0.7657,0.7521,0.7101,0.712,0.7135,0.7177,0.8323,0.8053,0.8037,0.8051,0.8398,0.7856,0.7871,0.7841,0.8355,0.794,0.7943,0.793,2010,2010,2010,2010,"1510,138,184,178","1390,258,173,189","1398,250,178,184","1386,262,172,190"
C2D_AE_128_3X3,TED_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,True,0.858,0.8023,0.8008,0.815,0.9041,0.8194,0.8204,0.8409,0.6824,0.6886,0.686,0.6821,0.2496,0.2943,0.3028,0.2956,0.4521,0.3981,0.4024,0.4558,0.6653,0.6884,0.6836,0.6778,0.7503,0.7734,0.7732,0.7688,0.7105,0.7196,0.7212,0.7241,0.847,0.7962,0.7959,0.7962,0.8592,0.7716,0.7662,0.7716,0.8497,0.782,0.7784,0.782,2010,2010,2010,2010,"1558,90,193,169","1368,280,179,183","1353,295,175,187","1368,280,179,183"
C2D_AE_128_3X3,TED_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,True,0.7171,0.6868,0.668,0.6957,0.8188,0.7845,0.7857,0.7605,0.6646,0.6599,0.6576,0.6551,0.3738,0.3586,0.384,0.3647,0.4496,0.4417,0.4448,0.463,0.7098,0.7274,0.7289,0.7251,0.7701,0.7802,0.7797,0.7911,0.7148,0.7172,0.7182,0.7228,0.8431,0.8248,0.817,0.8242,0.8552,0.8308,0.8219,0.8294,0.8463,0.8275,0.8193,0.8265,2010,2010,2010,2010,"1550,98,193,169","1495,153,187,175","1482,166,192,170","1491,157,186,176"
C2D_AE_128_3X3_ACB,/localscratch/a24ravi.60254592.0/C2D_22_01_2021_08_09/C2D_AE_128_3X3_ACB|_ADAM_MSE_UCSD2_NORMAL/C2D_AE_128_3X3_ACB|_ADAM_MSE_UCSD2_NORMAL.pkl,ACB,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8499,0.834,0.8362,0.8291,0.8818,0.8293,0.8292,0.8565,0.6811,0.6787,0.6769,0.675,0.2486,0.2336,0.235,0.268,0.4282,0.4171,0.4209,0.4309,0.6635,0.6708,0.6681,0.6753,0.7392,0.7588,0.7589,0.7553,0.7173,0.7134,0.7143,0.7193,0.8004,0.8225,0.7967,0.8197,0.7756,0.8318,0.7657,0.8259,0.786,0.8264,0.7783,0.8225,2010,2010,2010,2010,1371277174188,1506142196166,1350298173189,1490158192170
C2D_AE_128_3X3_ACB,/localscratch/a24ravi.60254592.0/C2D_22_01_2021_08_09/C2D_AE_128_3X3_ACB|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL/C2D_AE_128_3X3_ACB|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL.pkl,ACB,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8063,0.774,0.7692,0.7566,0.8444,0.7888,0.7897,0.8069,0.6714,0.6643,0.6627,0.6699,0.2743,0.3425,0.3315,0.3174,0.4472,0.4444,0.4454,0.4254,0.6792,0.6894,0.6879,0.7005,0.7598,0.7779,0.7777,0.772,0.7202,0.7163,0.717,0.72,0.8056,0.8268,0.802,0.8151,0.7965,0.8423,0.7876,0.8224,0.8007,0.8311,0.794,0.8184,2010,2010,2010,2010,1423225184178,1543105212150,1403245182180,1489159198164
C2D_AE_128_3X3_ATTN,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3_ATTN|_ADAM_MSE_UCSD2_NORMAL/C2D_AE_128_3X3_ATTN|_ADAM_MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8494,0.8385,0.8323,0.8032,0.9199,0.8571,0.8573,0.8804,0.6928,0.7023,0.6998,0.6963,0.2124,0.2123,0.2197,0.3315,0.4515,0.3938,0.3938,0.412,0.6648,0.6719,0.6722,0.6822,0.7305,0.7525,0.7524,0.7536,0.7176,0.7133,0.7145,0.7179,0.803,0.8027,0.7934,0.8031,0.7826,0.801,0.7562,0.7985,0.7913,0.8018,0.771,0.8007,2010,2010,2010,2010,1386262175187,1444204196166,1330318172190,1435213192170
C2D_AE_128_3X3_ATTN,../../VAD_MODEL_TREE/UCSD2/C2D/C2D_AE_128_3X3_ATTN|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL/C2D_AE_128_3X3_ATTN|_CONV_ATTENTION_ADAM_MSE_UCSD2_NORMAL.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8625,0.8175,0.8111,0.8186,0.9134,0.8658,0.8662,0.8525,0.7016,0.7167,0.7147,0.7079,0.2282,0.268,0.2791,0.2762,0.4289,0.3923,0.393,0.3902,0.6637,0.6805,0.6783,0.6752,0.7397,0.7518,0.7518,0.763,0.7099,0.7069,0.7078,0.709,0.8251,0.8256,0.8244,0.826,0.8343,0.8393,0.8338,0.8388,0.8289,0.8302,0.8283,0.8305,2010,2010,2010,2010,1509139194168,1531117206156,1509139195167,1527121203159
